event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
ISR42830,"31 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia","Civilians (Israel)",,Civilians,"Political militia-Civilians","Civilian targeting",376,"Middle East",Israel,Haifa,Haifa,Haifa,"Kiryat Ata",32.8115,35.1132,2,"Arutz Sheva; Haaretz; Hai Po; Mynet; N12; Times of Israel",Subnational-National,"On 31 October 2024, Hezbollah forces in Lebanon fired about 25 rockets toward the Krayot and surrounding areas. Rockets impacted an olive grove near Kiryat Ata (Haifa), killing two civilians and injuring one more. Additionally, vehicles in the vicinity were damaged.",2,,1730764847
ISR42831,"31 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,Haifa,Haifa,Haifa,Krayot,32.8417,35.0714,2,"Arutz Sheva; Haaretz; Hai Po; Mynet; N12; Times of Israel",Subnational-National,"On 31 October 2024, Hezbollah forces in Lebanon fired about 25 rockets toward the Krayot (Haifa) and surrounding areas. Some of the rockets fell in open areas near the Krayot. No casualties occurred.",0,,1730764847
ISR42833,"31 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Akko,Karmiel,Karmiel,32.9171,35.305,2,"Haaretz; News 0404; Srugim; Times of Israel; Ynet",National,"On 31 October 2024, Hezbollah forces in Lebanon fired about 30 rockets toward Karmiel (Akko, HaZafon) and surrounding areas. About six of the rockets fell in open areas near Karmiel. No casualties occurred.",0,,1730764848
ISR42834,"31 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,HaZafon,Akko,Nahariyya,Nahariyya,33.0089,35.0981,2,"Times of Israel",National,"Interception: On 31 October 2024, Israeli military forces intercepted a drone (likely armed) over the area of Nahariyya (Akko, HaZafon). Hezbollah forces in Lebanon launched the drone.",0,,1730764848
ISR42838,"31 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin","Kiryat Shmona",33.2073,35.572,3,N12,National,"On 31 October 2024, Hezbollah forces in Lebanon fired a number of rockets that fell in open areas in the Galilee Panhandle. No casualties occurred. No location specified. Coded to Kiryat Shmona (Zefat, HaZafon).",0,,1730764848
ISR42839,"31 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia","Civilians (Israel)",,Civilians,"Political militia-Civilians","Civilian targeting",376,"Middle East",Israel,HaZafon,Akko,Shefaram,Shefaram,32.8058,35.169,2,"Haaretz; N12",National,"On 31 October 2024, Hezbollah forces in Lebanon fired about 25 rockets toward the Krayot and surrounding areas, including Shefaram (Akko, HaZafon). One civilian was injured by rocket shrapnel near Shefaram.",0,,1730764848
ISR42840,"31 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia","Civilians (Israel)",,Civilians,"Political militia-Civilians","Civilian targeting",376,"Middle East",Israel,HaZafon,Akko,Yehiam,Yirka,32.9544,35.212,2,Haaretz,National,"On 31 October 2024, Hezbollah forces in Lebanon fired about 30 rockets toward Karmiel and surrounding areas, including Yirka (Akko, HaZafon). A civilian was injured by rocket shrapnel near Yirka.",0,,1730764848
ISR42843,"31 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Zefat,"Eastern Upper Galilee",Dalton,33.0164,35.489,2,"News 0404",National,"On 31 October 2024, Hezbollah forces in Lebanon fired a rocket that fell in an open area near Dalton (Zefat, HaZafon). No casualties occurred.",0,,1730764848
ISR42796,"30 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,Haifa,Hadera,Hadera,Hadera,32.4419,34.9039,2,"Haaretz; Walla!News",National,"Interception: On 30 October 2024, Israeli military forces intercepted a drone (likely armed) over the area of Hadera (Haifa). Hezbollah forces in Lebanon launched the drone.",0,,1730764847
ISR42813,"30 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,Haifa,Haifa,Haifa,Krayot,32.8417,35.0714,2,"Mynet; N12; Times of Israel; Ynet",National,"Interception: On 30 October 2024, Israeli military forces intercepted rockets over the area of the Krayot (Haifa). Hezbollah forces in Lebanon fired about 15 rockets toward the Krayot and surrounding areas, some of which were intercepted.",0,,1730764847
ISR42818,"30 October 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Unidentified Armed Group (Iraq)",,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Akko,Nahariyya,Nahariyya,33.0089,35.0981,1,"Haaretz; Israel Hayom; Mynet; N12; Times of Israel; Ynet",National,"On 30 October 2024, a drone (likely armed) that was launched from Iraq crashed into an aviation plant in Nahariyya (Akko, HaZafon), causing damage. No casualties occurred. No armed group claimed responsibility for the attack.",0,,1730764847
ISR42819,"30 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia","Civilians (Israel)","Farmers (Israel)",Civilians,"Political militia-Civilians","Civilian targeting",376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin",Metulla,33.2792,35.5795,2,"Haaretz; Makor Rishon; N12; Times of Israel; Ynet",National,"On 30 October 2024, Hezbollah forces in Lebanon fired three rockets toward the area of Metulla (Zefat, HaZafon). The rockets fell in an agricultural area near Metulla, injuring two farmers.",0,,1730764847
ISR42823,"30 October 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Akko,Akko,Akko,32.9281,35.0765,2,"Haaretz; N12; Times of Israel; Walla!News",National,"On 30 October 2024, Hezbollah forces in Lebanon launched two drones (likely armed) that crashed and exploded in the area of Akko (HaZafon). No casualties occurred.",0,,1730764847
ISR42824,"30 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia","Civilians (Israel)",,Civilians,"Political militia-Civilians","Civilian targeting",376,"Middle East",Israel,HaZafon,Zefat,"Eastern Upper Galilee",Dalton,33.0164,35.489,2,"Haaretz; N12; Times of Israel; Ynet",National,"On 30 October 2024, Hezbollah forces in Lebanon fired about 25 rockets toward Dalton (Zefat, HaZafon) and surrounding areas. A civilian was injured by rocket shrapnel in the area of Dalton.",0,,1730764847
ISR42825,"30 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,Haifa,Haifa,Haifa,Krayot,32.8417,35.0714,2,"Mynet; N12; Times of Israel; Ynet",National,"On 30 October 2024, Hezbollah forces in Lebanon fired about 15 rockets toward the Krayot (Haifa) and surrounding areas. Some of the rockets fell in open areas near the Krayot. No casualties occurred.",0,,1730764847
ISR42832,"30 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,HaZafon,Akko,Nahariyya,Nahariyya,33.0089,35.0981,2,"Kikar HaShabbat; N12; Times of Israel; Ynet",National,"Interception: On 30 October 2024, Israeli military forces intercepted at least three drones (likely armed) over the area of Nahariyya (Akko, HaZafon). Hezbollah forces in Lebanon launched the drones.",0,,1730764848
ISR42835,"30 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,HaZafon,Akko,Nahariyya,"Rosh HaNikra",33.0861,35.1135,2,"N12; Times of Israel",National,"Interception: On 30 October 2024, Israeli military forces intercepted at least two drones (likely armed) over the area of Rosh HaNikra (Akko, HaZafon). Hezbollah forces in Lebanon launched the drones.",0,,1730764848
ISR42836,"30 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Akko,Nahariyya,"Rosh HaNikra",33.0861,35.1135,2,N12,National,"On 30 October 2024, Hezbollah forces in Lebanon fired about 15 rockets toward Rosh HaNikra (Akko, HaZafon) and surrounding areas. No direct hits or interceptions were reported. No casualties occurred. The rockets likely fell in open areas near Rosh HaNikra.",0,,1730764848
ISR42851,"30 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,HaZafon,Akko,Elon,Yaara,33.0675,35.187,2,"Haaretz; N12; Times of Israel; Walla!News",National,"Interception: On 30 October 2024, Israeli military forces intercepted a drone (likely armed) over the area of Yaara (Akko, HaZafon). Hezbollah forces in Lebanon launched the drone.",0,,1730764848
ISR42852,"30 October 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Akko,Nahariyya,"Gesher HaZiv",33.0404,35.1107,2,"Kikar HaShabbat; Times of Israel",National,"On 30 October 2024, Hezbollah forces in Lebanon fired several drones (likely armed) toward Nahariyya and surrounding areas, including Gesher HaZiv (Akko, HaZafon). Most of the drones were intercepted. Shrapnel from interceptions fell in the area of Gesher HaZiv, sparking fires in the area. No casualties occurred.",0,,1730764848
ISR42853,"30 October 2024",2024,1,"Political violence","Violence against civilians",Attack,"Al Aqsa Martyrs Brigade",,"Political militia","Civilians (Israel)",,Civilians,"Political militia-Civilians","Civilian targeting",376,"Middle East",Israel,HaZafon,Yizreel,"Bet Shean Basin",Meirav,32.4524,35.4234,1,"Long War Journal",International,"On 30 October 2024, Al Aqsa Martyrs Brigade opened fire at Meirav (Yizreel, HaZafon). There were no casualties.",0,,1730764848
ISR42803,"29 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin","She'ar Yashuv",33.2263,35.6467,2,"Arutz Sheva; N12; Ynet",National,"Interception: On 29 October 2024, Israeli military forces intercepted a drone (likely armed) over the area of She'ar Yashuv (Zefat, HaZafon) and surrounding towns. Hezbollah forces in Lebanon launched the drone.",0,,1730764847
ISR42807,"29 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin","She'ar Yashuv",33.2263,35.6467,2,"Haaretz; N12; News 0404; Times of Israel; Ynet",National,"On 29 October 2024, Hezbollah forces in Lebanon fired about 30 rockets toward She'ar Yashuv (Zefat, HaZafon) and surrounding towns. The rockets fell in open areas near She'ar Yashuv and surrounding towns. No casualties occurred.",0,,1730764847
ISR42808,"29 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin",Metulla,33.2792,35.5795,1,"News 0404; Ynet",National,"On 29 October 2024, Hezbollah forces in Lebanon fired about 30 rockets toward the area of Metulla (Zefat, HaZafon) in numerous barrages throughout the day. Some of the rockets fell in Metulla, with some sparking fires. No casualties occurred.",0,,1730764847
ISR42809,"29 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin",Metulla,33.2792,35.5795,2,"News 0404; Ynet",National,"On 29 October 2024, Hezbollah forces in Lebanon fired about 30 rockets toward the area of Metulla (Zefat, HaZafon) in numerous barrages throughout the day. Some of the rockets fell in open areas near Metulla, with some sparking fires in the area. No casualties occurred.",0,,1730764847
ISR42811,"29 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia","Civilians (Israel)",,Civilians,"Political militia-Civilians","Civilian targeting",376,"Middle East",Israel,HaZafon,Akko,Yehiam,Maalot,33.0129,35.2774,1,"Arutz Sheva; Haaretz; Kan News; Kikar HaShabbat; Makor Rishon; N12; News 0404; Times of Israel; Ynet",National,"On 29 October 2024, Hezbollah forces in Lebanon fired about 50 rockets toward the western and upper Galilee, including Maalot (Akko, HaZafon) and surrounding areas. Several rockets directly impacted Maalot, killing one civilian and injuring an additional civilian. The direct impacts also caused property damage.",1,,1730764847
ISR42814,"29 October 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Yemen (2017-) Houthi",,"External/Other forces",,,,"External/Other forces only",,376,"Middle East",Israel,HaDarom,Ashqelon,Ashqelon,Ashqelon,31.6693,34.5715,1,"Arutz Sheva; Haaretz; Kan News; N12; Times of Israel; Yemeni Army - Houthi; Ynet",Other-National,"On 29 October 2024, Houthi forces in Yemen fired a drone that crashed in an open area in Ashqelon (HaDarom), sparking a fire in the area. No casualties occurred. Houthi forces claimed to have targeted an 'industrial zone' in Ashqelon with drones. No direct hits occurred.",0,,1730764847
ISR42815,"29 October 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Akko,Nahariyya,Nahariyya,33.0089,35.0981,1,"Arutz Sheva; Kan News; Times of Israel; Ynet",National,"On 29 October 2024, Hezbollah forces in Lebanon launched an explosive-laden drone that impacted near the train station in Nahariyya (Akko, HaZafon). Shrapnel caused damage to one of the train cars. The train was not operating at the time the drone crash. No casualties occurred.",0,,1730764847
ISR42816,"29 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Akko,Yehiam,"Kefar Weradim",32.9939,35.2779,2,"News 0404",National,"On 29 October 2024, Hezbollah forces in Lebanon fired about 50 rockets toward the western and upper Galilee, including Kefar Weradim (Akko, HaZafon). One rocket fell on a road in the area of Kefar Weradim. No casualties occurred.",0,,1730764847
ISR42821,"29 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,HaZafon,Akko,Yehiam,Maalot,33.0129,35.2774,2,"Arutz Sheva; Haaretz; Kan News; Kikar HaShabbat; Makor Rishon; N12; News 0404; Times of Israel; Ynet",National,"Interception: On 29 October 2024, Israeli military forces intercepted rockets over the area of Maalot (Akko, HaZafon). Hezbollah forces in Lebanon fired about 50 rockets toward the western and upper Galilee, including Maalot and surrounding areas, some of which were intercepted.",0,,1730764847
ISR42826,"29 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin",Metulla,33.2792,35.5795,2,"N12; News 0404; Ynet",National,"Interception: On 29 October 2024, Israeli military forces intercepted rockets over the area of Metulla (Zefat, HaZafon). Hezbollah forces in Lebanon fired about 30 rockets toward Metulla throughout the day, some of which were intercepted.",0,,1730764847
ISR42849,"29 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia","Military Forces of Israel (2022-)",,"State forces","State forces-Political militia",,376,"Middle East",Israel,HaZafon,Akko,Nahariyya,"Rosh HaNikra Naval Base",33.0938,35.1059,1,"National News Agency Lebanon",Regional,"On 29 October 2024, at 2:10 pm, Hezbollah fighters launched a missile barrage on a gathering of Israeli soldiers at the Rosh HaNikra Naval Base (Nahariyya, Akko). Casualties unknown. This event is part of what the Israeli army called its 'new phase' of its war on Gaza, amid hostilities against Hezbollah.",0,,1730764848
ISR42790,"28 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Akko,Nahariyya,Nahariyya,33.0089,35.0981,2,Haaretz,National,"On 28 October 2024, Hezbollah forces in Lebanon fired 30 missiles that crossed into Israeli territory, some of which crashed in open areas around Nahariyya (Akko, HaZafon).",0,,1730764847
ISR42791,"28 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,Haifa,Haifa,Haifa,Haifa,32.8184,34.9885,2,Haaretz,National,"On 28 October 2024, Hezbollah forces in Lebanon fired 5 missiles that crossed into Israeli territory, some of which crashed in open areas around Haifa (Haifa, Haifa).",0,,1730764847
ISR42794,"28 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Zefat,"Eastern Upper Galilee",Safed,32.9647,35.496,2,Haaretz,National,"On 28 October 2024, Hezbollah forces in Lebanon fired 5 missiles that crossed into Israeli territory, some of which crashed in open areas near Safed (Zefat, HaZafon) and other Upper Galilee towns.",0,,1730764847
ISR42798,"28 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin",Metulla,33.2792,35.5795,1,"News 0404",National,"On 28 October 2024, Hezbollah forces in Lebanon fired tens of rockets and mortars toward Metulla (Zefat, HaZafon), causing no casualties or damage but sparking fires.",0,,1730764847
ISR42810,"28 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin","Kiryat Shmona",33.2073,35.572,1,Haaretz,National,"Interception: On 28 October 2024, Israeli forces intercepted some of the 15 missiles Hezbollah forces in Lebanon fired toward Kiryat Shmona (Zefat, HaZafon).",0,,1730764847
ISR42845,"28 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,HaZafon,Zefat,"Eastern Upper Galilee",Safed,32.9647,35.496,2,Haaretz,National,"Interception: On 28 October 2024, Hezbollah forces in Lebanon fired 5 missiles that crossed into Israeli territory, some of which were intercepted near Safed (Zefat, HaZafon) and other Upper Galilee towns.",0,,1730764848
ISR42783,"27 October 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike",Hezbollah,,"Political militia","Civilians (Israel)",,Civilians,"Political militia-Civilians","Civilian targeting",376,"Middle East",Israel,HaZafon,Akko,Karmiel,Karmiel,32.9171,35.305,2,Haaretz,National,"On 27 October 2024, Hezbollah forces in Lebanon launched an explosive-laden drone that crossed into Israeli territory and hit a defense production facility in the Bar Lev industrial park near Karmiel (Akko, HaZafon), injuring two people.",0,,1730764847
ISR42784,"27 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia","Civilians (Israel)","Arab Ethnic Group (Israel)",Civilians,"Political militia-Civilians","Civilian targeting",376,"Middle East",Israel,HaZafon,Akko,Shefaram,Tamra,32.853,35.1987,1,Haaretz,National,"On 27 October 2024, Hezbollah forces fired around 75 rockets that crossed into Israeli territory. At least one hit Tamra (Akko, HaZafon), injuring one Israeli Arab directly and two more through smoke inhalation.",0,,1730764847
ISR42785,"27 October 2024",2024,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Israel)","Arab Ethnic Group (Israel)","Political militia","Civilians (Israel)","Police Forces of Israel (2022-)",Civilians,"Political militia-Civilians","Civilian targeting",376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Glilot Base",32.1431,34.8172,1,"Haaretz; Ynet",National,"On 27 October 2024, an Israeli Arab from Qalansawe drove a truck into a crowd near a bus stop at Glilot Base (Tel Aviv, Tel Aviv), killing one and injuring around 40. Paramedics evacuated around 37 injured people, most of whom were seniors. Israeli police shot dead the attacker on the scene.",2,,1730764847
ISR42797,"27 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin","Kiryat Shmona",33.2073,35.572,1,"News 0404",National,"On 27 October 2024, Hezbollah forces in Lebanon fired a rocket that crossed into Israeli territory and landed in the yard of a house in Kiryat Shmona (Zefat, HaZafon), causing no casualties.",0,,1730764847
ISR42828,"27 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,HaZafon,Akko,Nahariyya,Nahariyya,33.0089,35.0981,2,Haaretz,National,"Interception: On 27 October 2024, Hezbollah forces in Lebanon fired around 15 missiles that crossed into Israeli territory, most of which were intercepted near Nahariyya (Akko, HaZafon) and other Western Galilee towns.",0,,1730764847
ISR42850,"27 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,HaZafon,Akko,Elon,Yaara,33.0675,35.187,2,"Times of Israel",National,"Interception: On 27 October 2024, Israeli forces intercepted a drone launched by Hezbollah forces in Lebanon near Yaara (Akko, HaZafon).",0,,1730764848
ISR42772,"26 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Akko,Nahariyya,Nahariyya,33.0089,35.0981,1,Haaretz,National,"On 26 October 2024, Hezbollah forces in Lebanon fired 30 missiles that crossed into Israeli territory, some of which hit Nahariyya (Akko, HaZafon) and damaged cars and buildings.",0,,1730764847
ISR42774,"26 October 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaMerkaz,Rehovot,Rehovot,"Tel Nof Base",31.8275,34.8223,1,Haaretz,National,"On 26 October 2024, Hezbollah forces in Lebanon claimed to have targeted Tel Nof Base (Rehovot, HaMerkaz) with drones. No Israeli sources confirmed an attack.",0,,1730764847
ISR42776,"26 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin","Emeq HaHula",33.1572,35.6062,2,"Arutz Sheva; Haaretz",National,"On 26 October 2024, Hezbollah forces in Lebanon fired around 125 rockets that crossed into Israeli territory and landed around Emeq HaHula (Zefat, HaZafon), causing fires.",0,,1730764847
ISR42799,"26 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin","She'ar Yashuv",33.2263,35.6467,2,"Arutz Sheva",National,"On 26 October 2024, Hezbollah forces in Lebanon fired around 125 rockets that crossed into Israeli territory and landed around She'ar Yashuv (Zefat, HaZafon), causing fires.",0,,1730764847
ISR42800,"26 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Akko,Shefaram,Misgav,32.8602,35.2617,2,"Arutz Sheva",National,"On 26 October 2024, Hezbollah forces in Lebanon fired around 125 rockets that crossed into Israeli territory and landed around Misgav (Akko, HaZafon), causing fires.",0,,1730764847
ISR42804,"26 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Islamic Resistance in Iraq",,"Rebel group",,,,"Rebel group only",,376,"Middle East",Israel,HaZafon,Akko,Nahariyya,Nahariyya,33.0089,35.0981,2,Haaretz,National,"On 26 October 2024, the Islamic Resistance in Iraq launched a drone that crossed through Lebanese territory into Israel and crashed near Nahariyya (Akko, HaZafon), causing no casualties.",0,,1730764847
ISR42805,"26 October 2024",2024,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack",Hezbollah,,"Political militia",,,,"Political militia only",,376,"Middle East",Israel,HaZafon,Akko,Nahariyya,Nahariyya,33.0089,35.0981,2,Haaretz,National,"On 26 October 2024, Hezbollah forces in Lebanon fired 15 missiles that crossed into Israeli territory, some of which crashed in open areas near Nahariyya (Akko, HaZafon) and other Western Galilee towns.",0,,1730764847
ISR42812,"26 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,HaZafon,Akko,Yehiam,Klil,32.9815,35.2034,2,Haaretz,National,"Interception: On 26 October 2024, Israeli forces intercepted a drone launched by Hezbollah forces in Lebanon near Klil (Akko, HaZafon).",0,,1730764847
ISR42822,"26 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,HaZafon,Zefat,"Hula Basin",Metulla,33.2792,35.5795,2,Haaretz,National,"Interception: On 26 October 2024, Israeli forces intercepted a drone launched by Hezbollah forces in Lebanon near Metulla (Zefat, HaZafon).",0,,1730764847
ISR42827,"26 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,HaZafon,Akko,Nahariyya,Nahariyya,33.0089,35.0981,2,Haaretz,National,"Interception: On 26 October 2024, Hezbollah forces in Lebanon fired 15 missiles and another 2 that crossed into Israeli territory, some of which were intercepted near Nahariyya (Akko, HaZafon) and other Western Galilee towns.",0,,1730764847
ISR42673,"25 October 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Islamic Resistance in Iraq",,"Rebel group",,,,"Rebel group only",,376,"Middle East",Israel,HaDarom,"Beer Sheva",Arava,"Coast of Eilat",29.5,34.9417,2,"N12; News 0404; Times of Israel",National,"On 25 October 2024, the Islamic Resistance in Iraq launched a drone that crashed in the Red Sea off the Coast of Eilat (Beer Sheva, HaDarom). The drone impacted an 'open area' in the Red Sea. The drone did not cross into Israeli territory. The Islamic Resistance in Iraq claimed to have targeted 'vital targets' in Eilat.",0,,1730180180
ISR42675,"25 October 2024",2024,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Israel (2022-)",,"State forces",Hezbollah,,"Political militia","State forces-Political militia",,376,"Middle East",Israel,HaZafon,Akko,Akko,Akko,32.9281,35.0765,3,"N12; Times of Israel",National,"Interception: On 25 October 2024, Israeli military forces intercepted a 'suspicious aerial target' (likely an armed drone) over the area of the Western Galilee. Hezbollah forces in Lebanon launched the aerial object. No location specified. Coded to Akko (HaZafon).",0,,1730180180
