event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
ISR41625,"31 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,Haifa,Haifa,Haifa,Haifa,32.8184,34.9885,1,"Haaretz; Hai Po; Times of Israel; Walla!News",Subnational-National,"On 31 August 2024, thousands protested in Haifa city, calling for early elections and an immediate hostage release deal. Protesters held signs accusing Netanyahu of abandoning the hostages. Protests took place around the country against Netanyahu's recent approval of continued IDF presence along the Philadelphi route at the expense of a hostage deal.",0,"crowd size=thousands",1725924059
ISR41626,"31 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,Haifa,Hadera,Hadera,Caesarea,32.4921,34.8922,1,"Haaretz; Israel Hayom; Times of Israel; Walla!News",National,"On 31 August 2024, hundreds protested near Prime Minister Netanyahu's private residence in Caesarea (Hadera, Haifa), calling for early elections and an immediate hostage release deal. A retired IDF Brigadier General and Air Force Pilot was present at the protest. Protests took place around the country against Netanyahu's recent approval of continued IDF presence along the Philadelphi route at the expense of a hostage deal.",0,"crowd size=hundreds",1725924059
ISR41630,"31 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,Jerusalem,Jerusalem,"Judean Mountains",Jerusalem,31.769,35.2163,1,Haaretz,National,"On 31 August 2024, hundreds protested outside of the president's residence in Jerusalem (Judean Mountains), calling for early elections and an immediate hostage release deal. Protesters also marched to Paris Square. Police forces arrested one protester. Protests took place around the country against Netanyahu's recent approval of continued IDF presence along the Philadelphi route at the expense of a hostage deal.",0,"crowd size=hundreds",1725924059
ISR41631,"31 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaDarom,"Beer Sheva","Beer Sheva",Beersheba,31.2518,34.7913,1,Haaretz,National,"On 31 August 2024, a protest took place in Beersheba (Beer Sheva, HaDarom), calling for early elections and an immediate hostage release deal. Protests took place around the country against Netanyahu's recent approval of continued IDF presence along the Philadelphi route at the expense of a hostage deal.",0,"crowd size=no report",1725924059
ISR41633,"31 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaDarom,Ashqelon,Ashqelon,"Shaar Hanegev",31.492,34.6,1,Haaretz,National,"On 31 August 2024, a protest took place in Shaar Hanegev (Ashqelon, HaDarom), calling for early elections and an immediate hostage release deal. Protests took place around the country against Netanyahu's recent approval of continued IDF presence along the Philadelphi route at the expense of a hostage deal.",0,"crowd size=no report",1725924059
ISR41634,"31 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaDarom,Ashqelon,Ashqelon,Karmiyya,31.6044,34.5426,1,Haaretz,National,"On 31 August 2024, a protest took place in Karmiyya (Ashqelon, HaDarom), calling for early elections and an immediate hostage release deal. Protests took place around the country against Netanyahu's recent approval of continued IDF presence along the Philadelphi route at the expense of a hostage deal.",0,"crowd size=no report",1725924059
ISR41635,"31 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaMerkaz,Rehovot,"Rishon LeZiyyon","Ness Ziona",31.9293,34.7987,1,"Times of Israel",National,"On 31 August 2024, a protest took place in Ness Ziona (Rehovot, HaMerkaz), calling for early elections and an immediate hostage release deal. Protests took place around the country against Netanyahu's recent approval of continued IDF presence along the Philadelphi route at the expense of a hostage deal.",0,"crowd size=no report",1725924059
ISR41636,"31 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Tel Aviv",32.0809,34.7806,1,"Times of Israel",National,"On 31 August 2024, a protest took place at the Tzahala neighborhood of Tel Aviv city, calling for early elections and an immediate hostage release deal. Protesters held signs reading 'Netanyahu is torpedoing the deal.' Protests took place around the country against Netanyahu's recent approval of continued IDF presence along the Philadelphi route at the expense of a hostage deal.",0,"crowd size=no report",1725924059
ISR41524,"30 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,Haifa,Hadera,Hadera,Caesarea,32.4921,34.8922,1,Ynet,National,"On 30 August 2024, hundreds protested outside of Prime Minister Netanyahu's private residence in Caesarea (Hadera, Haifa), calling on the government to secure the immediate release of all hostages being held in Gaza. Protesters spoke out against Netanyahu's preference to maintain IDF presence at the Philadelphi Corridor in Gaza, further complicating ceasefire and hostage release negotiations.",0,"crowd size=hundreds",1725317866
ISR41526,"30 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,Jerusalem,Jerusalem,"Judean Mountains",Jerusalem,31.769,35.2163,1,"Walla!News; Ynet",National,"On 30 August 2024, a protest took place outside of the prime minister's residence in Jerusalem (Judean Mountains), calling on the government to secure the immediate release of all hostages being held in Gaza. Protesters spoke out against Netanyahu's preference to maintain IDF presence at the Philadelphi Corridor in Gaza, further complicating ceasefire and hostage release negotiations.",0,"crowd size=no report",1725317866
ISR41525,"30 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaMerkaz,"Petah Tiqwa","Petah Tiqwa","Rosh Haayin",32.0956,34.9566,1,Ynet,National,"On 30 August 2024, relatives of hostages and their supporters protested outside of Likud MK Miri Regev's home in Rosh Haayin (Petah Tiqwa, HaMerkaz), calling on the government to secure the immediate release of all hostages being held in Gaza. Protesters also spoke out against her preference to maintain IDF presence at the Philadelphi Corridor in Gaza, further complicating ceasefire and hostage release negotiations.",0,"crowd size=no report",1726526034
ISR41519,"29 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)","Hostages and Missing Families Forum",Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaDarom,"Beer Sheva",Besor,Nirim,31.3356,34.3951,2,"Haaretz; Times of Israel; Ynet",National,"On 29 August 2024, dozens of relatives of hostages held a protest event near Nirim (Beer Sheva, HaDarom), calling on the government to secure the immediate release of all hostages being held in Gaza. Protesters symbolically breached Nirim's perimeter fence and ran in the direction of the Gaza border toward the hostages, before going back to Nirim following requests by security forces. Protesters wore shirts with bloody handprints on them and carryied signs saying 'their blood is on the hands of the government.'",0,"crowd size=dozens",1725317866
ISR41515,"29 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)","Government of Israel (2022-); Otzma Yehudit",Protesters,,,,"Protesters only",,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Ramat Hasharon",32.1461,34.8394,1,Ynet,National,"On 29 August 2024, about 50 right-wing activists protested outside the home of Military Advocate General, Major General Yifat Tomer-Yerushalmi in Ramat Hasharon (Tel Aviv) against the recent arrest and prosecution of IDF soldiers suspected of serious sexual abuse of a Palestinian prisoner. An Otzma Yehudit MK took part in the protest.",0,"crowd size=about 50",1725924059
ISR41523,"29 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaMerkaz,"Petah Tiqwa","Southern Sharon",Raanana,32.1836,34.8739,1,"Arutz Sheva",National,"On 29 August 2024, participants of the Bnei Akiva youth movement protested in Raanana (Petah Tiqwa, HaMerkaz) following the sudden closure of the Raanana branch of the youth movement.",0,"crowd size=no report",1725924059
ISR41513,"28 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Tel Aviv - HaKirya",32.0745,34.7848,1,Haaretz,National,"On 28 August 2024, relatives of hostages held a protest a 'Hostages Square' in Tel Aviv - HaKirya, calling on the government to secure the immediate release of all hostages being held in Gaza.",0,"crowd size=no report",1725317867
ISR41514,"28 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Tel Aviv - Shapira",32.0509,34.7782,1,Ynet,National,"On 28 August 2024, dozens of local residents demonstrated in Tel Aviv - Shapira against the recent violence amongst Eritrean asylum seekers in the neighborhood. Protesters shouted 'let the Sudanese go home!' and confronted a group of asylum seekers playing basketball. Police separated the two sides and cleared the Eritrean asylum seekers from the area.",0,"crowd size=dozens",1725317867
ISR41510,"27 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)","Women (Israel)",Protesters,,,,"Protesters only",,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Tel Aviv",32.0809,34.7806,1,"Haaretz; N12; Times of Israel",National,"On 27 August 2024, about 20 relatives of hostages and activists from women's rights groups protested on Ayalon Highway in Tel Aviv city, calling on the government to secure the immediate release of all hostages being held in Gaza. Protesters briefly blocked traffic on the highway, likely by standing or walking on the road.",0,"crowd size=about 20",1725317867
ISR41480,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)","Government of Israel (2022-); Lawyers (Israel); Yesh Atid",Protesters,,,,"Protesters only",,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Tel Aviv - HaKirya",32.0745,34.7848,1,"13 News; Haaretz; Israel Hayom; N12; Times of Israel; Ynet",National,"On 24 August 2024, thousands took part in an anti-government protest at Kaplan Junction in Tel Aviv - HaKirya, calling for early elections and for the immediate release of all hostages being held in Gaza. The head of the Israeli Bar Association spoke at the protest. Head of the opposition and Yesh Atid MK Yair Lapid spoke at the protest.",0,"crowd size=thousands",1725317869
ISR41481,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)","Hostages and Missing Families Forum",Protesters,,,,"Protesters only",,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Tel Aviv - HaKirya",32.0745,34.7848,1,"13 News; Haaretz; Israel Hayom; N12; Times of Israel; Ynet",National,"On 24 August 2024, thousands protested at 'Hostages Square' in Tel Aviv - HaKirya, calling on the government to secure an immediate hostage release and ceasefire deal. The Hostages and Missing Families Forum organized the protest. Relatives of hostages spoke at the protest.",0,"crowd size=thousands",1725317869
ISR41482,"24 August 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Protesters (Israel)",,Protesters,"Police Forces of Israel (2022-)",,"State forces","State forces-Protesters",,376,"Middle East",Israel,Jerusalem,Jerusalem,"Judean Mountains",Jerusalem,31.769,35.2163,1,"Haaretz; Times of Israel; Ynet",National,"On 24 August 2024, hundreds took part in an anti-government protest in Jerusalem (Judean Mountains), calling for early elections and for the immediate release of all hostages being held in Gaza. Police forces arrested three protesters.",0,"crowd size=hundreds",1725317869
ISR41483,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,Haifa,Haifa,Haifa,Haifa,32.8184,34.9885,1,"Haaretz; Hai Po; Times of Israel; Ynet",Subnational-National,"On 24 August 2024, thousands took part in an anti-government protest in Haifa city, calling for early elections and for the immediate release of all hostages being held in Gaza.",0,"crowd size=thousands",1725317869
ISR41484,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,Haifa,Hadera,Hadera,Caesarea,32.4921,34.8922,1,"Haaretz; Times of Israel; Ynet",National,"On 24 August 2024, hundreds took part in an anti-government protest near Prime Minister Netanyahu's private residence in Caesarea (Hadera, Haifa), calling for early elections and for the immediate release of all hostages being held in Gaza.",0,"crowd size=hundreds",1725317869
ISR41485,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaDarom,"Beer Sheva","Beer Sheva",Beersheba,31.2518,34.7913,1,Haaretz,National,"On 24 August 2024, an anti-government protest took place in Beersheba (Beer Sheva, HaDarom), calling for early elections and for the immediate release of all hostages being held in Gaza.",0,"crowd size=no report",1725317869
ISR41486,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaZafon,Yizreel,Yizreel,Nahalal,32.6904,35.1965,1,Haaretz,National,"On 24 August 2024, dozens took part in an anti-government protest in Nahalal (Yizreel, HaZafon), calling for early elections and for the immediate release of all hostages being held in Gaza.",0,"crowd size=dozens",1725317869
ISR41488,"24 August 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Israel)","Eritrean Group (Israel)",Rioters,"Rioters (Israel)","Eritrean Group (Israel)",Rioters,Rioters-Rioters,,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Tel Aviv - Shapira",32.0509,34.7782,1,Haaretz,National,"On 24 August 2024, a brawl broke out between supporters and opponents of the regime in Eritrea in Tel Aviv - Shapira. During the brawl, two Eritrean asylum seekers were killed by stabbing. Five others were wounded during the brawl. The brawl began after one of the victims, who was on his way to work, was attacked by unknown individuals. No one was arrested at the time of the report.",2,"crowd size=no report",1725317869
ISR41492,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaDarom,Ashqelon,Lakhish,"Qiryat Gat",31.61,34.7642,1,"13 News",National,"On 24 August 2024, a protest took place in Qiryat Gat (Ashqelon, HaDarom), calling on the government to secure the immediate release of all hostages being held in Gaza. Residents of southern Israeli communities near Gaza took part in the protest.",0,"crowd size=no report",1725317869
ISR41493,"24 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Israel)",,Rioters,,,,"Rioters only",,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Tel Aviv - HaKirya",32.0745,34.7848,1,"Israel Hayom; N12",National,"On 24 August 2024, anti-government demonstrators marched on Begin Street and throughout Tel Aviv - HaKirya, following the main demonstration at Kaplan Junction calling for early elections and a hostage release deal. Mounted officers and police trucks were present in attempts to prevent demonstrators from marching. Demonstrators lit a bonfire that was put out shortly after.",0,"crowd size=no report",1725317869
ISR41494,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaMerkaz,Rehovot,"Rishon LeZiyyon","Ness Ziona",31.9293,34.7987,1,"Times of Israel",National,"On 24 August 2024, an anti-government protest took place in Ness Ziona (Rehovot, HaMerkaz), calling for early elections and for the immediate release of all hostages being held in Gaza.",0,"crowd size=no report",1725317869
ISR41495,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)","Arab Ethnic Group (Israel)",Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaMerkaz,Sharon,"Eastern Sharon","Et Taiyiba",32.2662,35.0089,1,"Times of Israel",National,"On 24 August 2024, Israeli Arabs and Israelis took part in a protest in Et Taiyiba (Sharon, HaMerkaz), calling for an end to the war in Gaza.",0,"crowd size=no report",1725317869
ISR41496,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)","Arab Ethnic Group (Israel); Hadash; Jewish Group (Israel); Peace Partnership",Protesters,,,,"Protesters only",,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Tel Aviv",32.0809,34.7806,3,"Times of Israel",National,"On 24 August 2024, the Peace Partnership group, consisting of Israeli Arabs and Jews, and Hadash held a protest against the war in Gaza. Protesters held signs calling for the establishment of a Palestinian state. No location specified, coded to Tel Aviv.",0,"crowd size=no report",1725317869
ISR41497,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,Jerusalem,Jerusalem,"Judean Mountains","Bet Neqofa",31.8045,35.126,1,"Times of Israel",National,"On 24 August 2024, an anti-government protest took place at the Hemed Interchange in Bet Neqofa (Judean Mountains, Jerusalem), calling for early elections and for the immediate release of all hostages being held in Gaza.",0,"crowd size=no report",1725317869
ISR41490,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv",Herzliya,32.1663,34.8254,1,Ynet,National,"On 24 August 2024, an anti-government protest took place in Herzliya (Tel Aviv), calling for early elections and for the immediate release of all hostages being held in Gaza.",0,"crowd size=no report",1725924059
ISR41491,"24 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaMerkaz,"Petah Tiqwa","Petah Tiqwa","Petah Tikva",32.0871,34.8875,1,Ynet,National,"On 24 August 2024, an anti-government protest took place in Petah Tikva (Petah Tiqwa, HaMerkaz), calling for early elections and for the immediate release of all hostages being held in Gaza.",0,"crowd size=no report",1725924059
ISR41468,"22 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)","Government of Israel (2022-); Otzma Yehudit",Protesters,,,,"Protesters only",,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Ramat Hasharon",32.1461,34.8394,1,"Arutz Sheva",National,"On 22 August 2024, dozens of right-wing activists protested outside the home of Military Advocate General, Major General Yifat Tomer-Yerushalmi in Ramat Hasharon (Tel Aviv) against the recent arrest and prosecution of IDF soldiers suspected of serious sexual abuse of a Palestinian prisoner. An Otzma Yehudit MK took part in the protest.",0,"crowd size=dozens",1725924059
ISR41466,"21 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Israel)","Haredi Jewish Group (Israel) (Yerushalmi Faction)",Rioters,"Police Forces of Israel (2022-)",,"State forces","State forces-Rioters",,376,"Middle East",Israel,Jerusalem,Jerusalem,"Judean Mountains",Jerusalem,31.769,35.2163,1,"13 News; Arutz Sheva; Haaretz; Haderi Ha Haredeem; Jerusalem Post; Kan News; Kikar HaShabbat; Kol Hair; Times of Israel",Subnational-National,"On 21 August 2024, hundreds of ultra-orthodox Haredi Jews affiliated with the Yerushalmi faction demonstrated outside of the IDF's conscription office in Jerusalem (Judean Mountains) against the recruitment and conscription of yeshiva students to the IDF. Demonstrators threw bottles of water at police and blocked traffic, both outside the recruitment office and at the nearby light rail tracks. Clashes broke out between demonstrators and police when demonstrators attempted to break through barriers into the recruitment office. Police used mounted officers and skunk water to disperse demonstrators. Police arrested five demonstrators.",0,"crowd size=hundreds",1724714154
ISR41476,"21 August 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Israel)",,Rioters,,,,"Rioters only",,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Tel Aviv - HaKirya",32.0745,34.7848,1,Ma'ariv,National,"On 21 August 2024, a demonstration took place outside of IDF headquarters in Tel Aviv - HaKirya against the outgoing IDF Military Intelligence chief ahead of the ceremony that will have him leave his post. Demonstrators burned tires at the entrance to IDF headquarters and held the outgoing chief largely responsible for October 7.",0,"crowd size=no report",1725317869
ISR41477,"21 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Tel Aviv - HaKirya",32.0745,34.7848,1,"Israel Hayom",National,"On 21 August 2024, a protest took place on Begin Street in Tel Aviv - HaKirya, calling on the government to secure the immediate release of all hostages being held in Gaza. During the protest, a passing motorcyclist punched a protester. Police detained the motorcyclist for questioning.",0,"crowd size=no report",1725317869
ISR41387,"20 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,Haifa,Haifa,Haifa,Haifa,32.8184,34.9885,1,Haaretz,National,"On 20 August 2024, a protest took place in Haifa city, calling on the government to secure the immediate release of all hostages being held in Gaza.",0,"crowd size=no report",1724714154
ISR41465,"20 August 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Protesters (Israel)",,Protesters,"Police Forces of Israel (2022-)",,"State forces","State forces-Protesters",,376,"Middle East",Israel,Jerusalem,Jerusalem,"Judean Mountains",Jerusalem,31.769,35.2163,1,"Haaretz; Kan News",National,"On 20 August 2024, a protest took place at Paris Square in Jerusalem (Judean Mountains), calling on the government to secure the immediate release of all hostages being held in Gaza. Protesters blocked traffic, likely by standing or walking on the road. Police cleared protesters in a seemingly nonviolent manner and detained two protesters. The protest took place following news that Israeli forces recovered the bodies of six hostages from Gaza.",0,"crowd size=no report",1724714154
ISR41475,"20 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Tel Aviv - HaKirya",32.0745,34.7848,1,"Haaretz; Kan News; Srugim",National,"On 20 August 2024, hundreds protested on Begin Road in Tel Aviv - HaKirya, calling on the government to secure the immediate release of all hostages being held in Gaza. Protesters blocked traffic on Begin Road, likely by standing or walking on the road. Relatives of hostages took part in the protest. The protest took place following news that Israeli forces recovered the bodies of six hostages from Gaza.",0,"crowd size=hundreds",1725317869
ISR41471,"19 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Tel Aviv",32.0809,34.7806,1,"Haaretz; Times of Israel; Ynet",National,"On 19 August 2024, about 300 protested in Tel Aviv city, outside of the hotel where US Secretary of State Antony Blinken was meeting with families of hostages, calling for a ceasefire deal to secure the immediate release of all hostages.",0,"crowd size=about 300",1724714154
ISR41380,"17 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaDarom,Ashqelon,Lakhish,"Qiryat Gat",31.61,34.7642,1,Ynet,National,"On 17 August 2024, a protest took place in Qiryat Gat (Ashqelon, HaDarom), calling for early elections and the immediate release of all hostages being held in Gaza.",0,"crowd size=no report",1724714153
ISR41381,"17 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaDarom,"Beer Sheva","Beer Sheva",Beersheba,31.2518,34.7913,1,Haaretz,National,"On 17 August 2024, an anti-government protest took place in Beersheba (Beer Sheva, HaDarom), calling for early elections and the immediate release of all hostages being held in Gaza.",0,"crowd size=no report",1724714153
ISR41383,"17 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,Haifa,Hadera,Hadera,Caesarea,32.4921,34.8922,1,"Haaretz; Israel Hayom; Times of Israel; Walla!News",National,"On 17 August 2024, hundreds took part in an anti-government protest near Prime Minister Netanyahu's private residence in Caesarea (Hadera, Haifa), calling for early elections and the immediate release of all hostages being held in Gaza.",0,"crowd size=hundreds",1724714153
ISR41384,"17 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,Haifa,Hadera,Hadera,Hadera,32.4419,34.9039,1,"Times of Israel",National,"On 17 August 2024, an anti-government protest took place in Hadera (Haifa), calling for early elections and the immediate release of all hostages being held in Gaza.",0,"crowd size=no report",1724714154
ISR41385,"17 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,Haifa,Hadera,Hadera,"Pardes Hanna Karkur",32.4741,34.9778,1,Ynet,National,"On 17 August 2024, hundreds took part in an anti-government protest in Pardes Hanna Karkur (Hadera, Haifa), calling for early elections and the immediate release of all hostages being held in Gaza.",0,"crowd size=hundreds",1724714154
ISR41386,"17 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,Haifa,Haifa,Haifa,Haifa,32.8184,34.9885,1,"Haaretz; Hai Po; Mynet; Times of Israel; Ynet",Subnational-National,"On 17 August 2024, thousands marched and took part in an anti-government protest in Haifa city, calling for early elections and the immediate release of all hostages being held in Gaza. Relatives of hostages took part in thte protest.",0,"crowd size=thousands",1724714154
ISR41388,"17 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,Haifa,Haifa,Haifa,"Qiryat Tivon",32.7162,35.1249,1,"Times of Israel",National,"On 17 August 2024, an anti-government protest took place in Qiryat Tivon (Haifa), calling for early elections and the immediate release of all hostages being held in Gaza.",0,"crowd size=no report",1724714154
ISR41392,"17 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaMerkaz,Rehovot,"Rishon LeZiyyon","Ness Ziona",31.9293,34.7987,1,"Times of Israel",National,"On 17 August 2024, an anti-government protest took place in Ness Ziona (Rehovot, HaMerkaz), calling for early elections and the immediate release of all hostages being held in Gaza. Relatives of hostages took part in the protest.",0,"crowd size=no report",1724714154
ISR41414,"17 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaZafon,Akko,Karmiel,Karmiel,32.9171,35.305,1,"Times of Israel",National,"On 17 August 2024, an anti-government protest took place in Karmiel (Akko, HaZafon), calling for early elections and the immediate release of all hostages being held in Gaza.",0,"crowd size=no report",1724714154
ISR41443,"17 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,HaZafon,Zefat,"Hazor Region",Amiad,32.9304,35.5405,1,Walla!News,National,"On 17 August 2024, an anti-government protest took place in Amiad (Zefat, HaZafon, calling for early elections and the immediate release of all hostages being held in Gaza.",0,"crowd size=no report",1724714154
ISR41464,"17 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,Jerusalem,Jerusalem,"Judean Mountains",Jerusalem,31.769,35.2163,1,"Haaretz; Times of Israel; Ynet",National,"On 17 August 2024, thousands marched and took part in an anti-government protest in Paris Square in Jerusalem (Judean Mountains), calling for early elections and the immediate release of all hostages being held in Gaza. A protest also took place outside of the home of Likud MK Nir Barkat.",0,"crowd size=thousands",1724714154
ISR41469,"17 August 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Israel)",,Protesters,,,,"Protesters only",,376,"Middle East",Israel,"Tel Aviv","Tel Aviv","Tel Aviv","Tel Aviv",32.0809,34.7806,1,Haaretz,National,"On 17 August 2024, an anti-government protest took place outside of the home of far-right Otzma Yehudit MK Yitzhak Wasserlauf in Tel Aviv city, calling for early elections and the immediate release of all hostages being held in Gaza.",0,"crowd size=no report",1724714154
